3*, State-gov, *****, Bachelors, 13, Never-married, Adm-clerical, Not-in-family, White, Male, 2174, 0, 40, United-States, <=50K,
3*, Private, 1*****, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 7298, 0, 50, United-States, >50K,
3*, Local-gov, 2*****, Bachelors, 13, Divorced, Prof-specialty, Unmarried, White, Female, 0, 0, 40, United-States, <=50K,
3*, Private, 2*****, HS-grad, 9, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 45, United-States, <=50K,
4*, Private, 1*****, HS-grad, 9, Married-spouse-absent, Other-service, Own-child, White, Female, 0, 0, 40, United-States, <=50K,
5*, Private, 1*****, Prof-school, 15, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 16, United-States, <=50K,
2*, Private, 1*****, HS-grad, 9, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K,
4*, Private, 1*****, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 45, United-States, >50K,
4*, Private, 2*****, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, >50K,
6*, Private, 1*****, 10th, 6, Separated, Other-service, Not-in-family, White, Female, 0, 0, 35, United-States, <=50K,
2*, Local-gov, 1*****, Masters, 14, Never-married, Prof-specialty, Own-child, Asian-Pac-Islander, Male, 0, 0, 40, Taiwan, <=50K,
2*, Private, *****, HS-grad, 9, Divorced, Tech-support, Unmarried, White, Female, 0, 0, 30, Germany, <=50K,
6*, Self-emp-inc, 1*****, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 2392, 75, United-States, >50K,
4*, Private, 3*****, HS-grad, 9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 40, United-States, <=50K,
4*, Private, 2*****, Some-college, 10, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, <=50K,
3*, Private, *****, Some-college, 10, Married-civ-spouse, Other-service, Husband, White, Male, 0, 1672, 50, United-States, <=50K,
3*, Local-gov, 2*****, HS-grad, 9, Divorced, Adm-clerical, Own-child, White, Female, 0, 1138, 40, United-States, <=50K,
5*, Self-emp-inc, 1*****, Prof-school, 15, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 50, ?, >50K,
2*, Private, 1*****, HS-grad, 9, Never-married, Handlers-cleaners, Own-child, White, Male, 0, 0, 30, United-States, <=50K,
2*, Private, 1*****, Some-college, 10, Never-married, Sales, Own-child, White, Female, 0, 0, 40, United-States, <=50K,
4*, Private, *****, HS-grad, 9, Separated, Adm-clerical, Unmarried, White, Female, 0, 0, 45, United-States, <=50K,
3*, Local-gov, 1*****, Masters, 14, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K,
2*, Private, 2*****, 11th, 7, Never-married, Machine-op-inspct, Unmarried, White, Female, 0, 0, 40, United-States, <=50K,
2*, Private, 1*****, Masters, 14, Married-civ-spouse, Sales, Wife, White, Female, 0, 0, 40, United-States, <=50K,
3*, Private, *****, Some-college, 10, Divorced, Sales, Unmarried, White, Female, 0, 0, 38, United-States, <=50K,
3*, Private, 1*****, HS-grad, 9, Married-civ-spouse, Tech-support, Husband, White, Male, 0, 0, 40, United-States, >50K,
3*, Private, 1*****, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 50, United-States, <=50K,
4*, Private, 1*****, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 60, United-States, >50K,
6*, Self-emp-not-inc, *****, HS-grad, 9, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 98, United-States, <=50K,
2*, Private, 2*****, 7th-8th, 4, Never-married, Craft-repair, Other-relative, White, Male, 0, 0, 36, United-States, <=50K,
5*, Private, 1*****, HS-grad, 9, Divorced, Craft-repair, Unmarried, Black, Male, 0, 0, 40, United-States, <=50K,
4*, Self-emp-not-inc, *****, Assoc-voc, 11, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 60, United-States, <=50K,
4*, Private, 2*****, HS-grad, 9, Never-married, Craft-repair, Not-in-family, White, Male, 0, 0, 40, Canada, <=50K,
4*, Private, 1*****, Assoc-acdm, 12, Married-civ-spouse, Sales, Wife, White, Female, 0, 1902, 40, United-States, >50K,
3*, Private, 1*****, HS-grad, 9, Married-spouse-absent, Craft-repair, Not-in-family, Asian-Pac-Islander, Male, 0, 0, 40, ?, <=50K,
2*, Private, 2*****, Bachelors, 13, Never-married, Adm-clerical, Own-child, White, Female, 0, 0, 40, United-States, <=50K,
3*, Private, 2*****, 10th, 6, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 70, United-States, <=50K,
2*, ?, 2*****, Some-college, 10, Never-married, ?, Own-child, White, Female, 0, 0, 5, United-States, <=50K,
4*, Self-emp-not-inc, 1*****, HS-grad, 9, Never-married, Craft-repair, Not-in-family, White, Male, 0, 0, 35, United-States, <=50K,
3*, ?, 1*****, Assoc-voc, 11, Never-married, ?, Unmarried, White, Female, 0, 0, 2, United-States, <=50K,
2*, Self-emp-not-inc, 1*****, Prof-school, 15, Never-married, Prof-specialty, Own-child, White, Male, 0, 0, 50, Italy, >50K,
2*, Private, 2*****, Bachelors, 13, Never-married, Machine-op-inspct, Own-child, White, Male, 0, 0, 25, United-States, <=50K,
5*, Local-gov, 1*****, Some-college, 10, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 1740, 48, United-States, <=50K,
4*, Private, 2*****, 11th, 7, Married-civ-spouse, Machine-op-inspct, Wife, Black, Female, 0, 0, 40, United-States, <=50K,
3*, Self-emp-not-inc, *****, Some-college, 10, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 40, United-States, <=50K,
2*, Private, *****, HS-grad, 9, Never-married, Sales, Unmarried, Black, Female, 0, 0, 35, United-States, <=50K,
2*, State-gov, 1*****, Bachelors, 13, Never-married, Tech-support, Own-child, Asian-Pac-Islander, Male, 0, 0, 20, United-States, <=50K,
1*, Local-gov, 1*****, 11th, 7, Never-married, Other-service, Own-child, White, Female, 0, 0, 16, United-States, <=50K,
3*, Private, 1*****, HS-grad, 9, Never-married, Craft-repair, Own-child, Black, Male, 0, 0, 40, United-States, <=50K,
4*, Private, *****, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 55, United-States, >50K,
3*, Private, 1*****, HS-grad, 9, Never-married, Craft-repair, Own-child, White, Male, 0, 0, 42, United-States, <=50K,
2*, Private, 1*****, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 42, United-States, >50K,
4*, Private, 1*****, Some-college, 10, Widowed, Exec-managerial, Unmarried, Black, Female, 0, 1669, 38, United-States, <=50K,
2*, ?, *****, HS-grad, 9, Married-civ-spouse, ?, Wife, White, Female, 0, 0, 22, United-States, <=50K,
3*, Private, 2*****, Bachelors, 13, Married-civ-spouse, Protective-serv, Husband, Black, Male, 0, 0, 30, United-States, <=50K,
2*, Private, 2*****, HS-grad, 9, Never-married, Machine-op-inspct, Unmarried, Black, Female, 0, 0, 40, United-States, <=50K,
5*, Private, 1*****, Some-college, 10, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, <=50K,
6*, Private, 2*****, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 35, United-States, >50K,
4*, Local-gov, 2*****, Masters, 14, Separated, Prof-specialty, Unmarried, White, Female, 0, 0, 50, United-States, <=50K,
4*, Private, 2*****, Some-college, 10, Divorced, Exec-managerial, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K,
4*, Self-emp-inc, *****, 10th, 6, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 80, United-States, <=50K,
2*, Private, 2*****, Bachelors, 13, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 50, United-States, <=50K,
6*, ?, 1*****, 7th-8th, 4, Widowed, ?, Not-in-family, Black, Male, 0, 0, 10, United-States, <=50K,
4*, Private, 1*****, Assoc-voc, 11, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, >50K,
3*, Self-emp-not-inc, *****, HS-grad, 9, Never-married, Farming-fishing, Own-child, White, Male, 0, 0, 85, United-States, <=50K,
2*, Private, 1*****, HS-grad, 9, Never-married, Craft-repair, Own-child, White, Female, 0, 0, 45, United-States, <=50K,
3*, Private, 1*****, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 44, United-States, >50K,
2*, Private, 1*****, HS-grad, 9, Never-married, Craft-repair, Not-in-family, White, Male, 0, 0, 35, Ireland, <=50K,
4*, Self-emp-inc, 1*****, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 52, United-States, >50K,
2*, Private, *****, Some-college, 10, Never-married, Sales, Not-in-family, White, Male, 0, 0, 20, United-States, <=50K,
3*, Self-emp-not-inc, 2*****, Bachelors, 13, Never-married, Farming-fishing, Not-in-family, White, Male, 0, 0, 50, Mexico, <=50K,
3*, Private, 1*****, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 3103, 0, 45, United-States, >50K,
3*, Private, 1*****, HS-grad, 9, Divorced, Handlers-cleaners, Own-child, White, Male, 0, 0, 35, United-States, <=50K,
3*, Private, 1*****, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, >50K,
5*, Private, *****, 11th, 7, Married-civ-spouse, Craft-repair, Husband, Black, Male, 0, 0, 40, United-States, <=50K,
2*, Private, *****, Some-college, 10, Never-married, Adm-clerical, Unmarried, Black, Female, 0, 0, 40, United-States, <=50K,
3*, Private, 1*****, HS-grad, 9, Divorced, Craft-repair, Not-in-family, White, Male, 3325, 0, 35, United-States, <=50K,
2*, Private, 1*****, HS-grad, 9, Divorced, Machine-op-inspct, Unmarried, White, Male, 0, 0, 56, United-States, <=50K,
4*, State-gov, 1*****, Some-college, 10, Divorced, Adm-clerical, Unmarried, Black, Female, 0, 0, 35, United-States, <=50K,
3*, Private, *****, Masters, 14, Never-married, Exec-managerial, Not-in-family, White, Male, 0, 0, 40, United-States, >50K,
2*, Private, 2*****, 9th, 5, Never-married, Handlers-cleaners, Other-relative, White, Male, 0, 0, 30, United-States, <=50K,
4*, Self-emp-inc, 1*****, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, <=50K,
5*, Self-emp-not-inc, 1*****, HS-grad, 9, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 30, United-States, <=50K,
2*, Private, 1*****, Some-college, 10, Divorced, Adm-clerical, Unmarried, White, Female, 0, 0, 40, United-States, <=50K,
2*, Private, 1*****, Bachelors, 13, Never-married, Other-service, Own-child, White, Female, 0, 0, 30, United-States, <=50K,
6*, Local-gov, 2*****, 11th, 7, Married-civ-spouse, Craft-repair, Husband, Black, Male, 0, 0, 40, United-States, >50K,
4*, Private, 1*****, Some-college, 10, Never-married, Handlers-cleaners, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K,
2*, Private, 1*****, Some-college, 10, Never-married, Craft-repair, Own-child, White, Male, 0, 0, 40, United-States, <=50K,
4*, Private, 1*****, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male, 0, 0, 48, India, <=50K,
2*, Private, *****, Some-college, 10, Never-married, Prof-specialty, Own-child, White, Male, 0, 0, 25, United-States, <=50K,
6*, Self-emp-not-inc, 1*****, Some-college, 10, Divorced, Sales, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K,
4*, Private, 1*****, Assoc-voc, 11, Never-married, Exec-managerial, Unmarried, White, Female, 0, 0, 35, Columbia, <=50K,
2*, Private, 1*****, 10th, 6, Married-civ-spouse, Farming-fishing, Wife, Amer-Indian-Eskimo, Female, 0, 0, 40, United-States, <=50K,
3*, Self-emp-not-inc, 3*****, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 60, Japan, <=50K,
3*, Local-gov, 1*****, 11th, 7, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 30, United-States, <=50K,
3*, Private, 2*****, Bachelors, 13, Never-married, Exec-managerial, Not-in-family, White, Male, 0, 0, 45, United-States, <=50K,
3*, Private, 2*****, HS-grad, 9, Divorced, Machine-op-inspct, Other-relative, White, Female, 0, 0, 32, United-States, <=50K,
3*, Private, 2*****, HS-grad, 9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 2829, 0, 30, Mexico, <=50K,
3*, Private, 2*****, 7th-8th, 4, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, <=50K,
5*, Private, 1*****, 7th-8th, 4, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 60, United-States, <=50K,
3*, Private, *****, Some-college, 10, Separated, Other-service, Unmarried, White, Female, 0, 0, 40, United-States, <=50K,
3*, Private, 1*****, Some-college, 10, Divorced, Sales, Not-in-family, White, Female, 0, 0, 25, United-States, <=50K,
2*, Private, 1*****, Assoc-acdm, 12, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K,
1*, ?, 1*****, Some-college, 10, Never-married, ?, Own-child, White, Male, 0, 0, 30, United-States, <=50K,
3*, Private, 2*****, Assoc-voc, 11, Divorced, Tech-support, Unmarried, White, Female, 0, 0, 52, United-States, <=50K,
4*, Private, *****, Some-college, 10, Divorced, Tech-support, Other-relative, White, Male, 0, 0, 35, United-States, <=50K,
2*, Private, *****, HS-grad, 9, Never-married, Craft-repair, Other-relative, White, Male, 0, 0, 40, United-States, <=50K,
3*, Private, 1*****, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 43, United-States, <=50K,
4*, Self-emp-inc, 1*****, HS-grad, 9, Married-civ-spouse, Sales, Wife, White, Female, 0, 0, 60, United-States, <=50K,
3*, Private, 2*****, Masters, 14, Separated, Exec-managerial, Not-in-family, White, Male, 0, 0, 45, United-States, >50K,
4*, Private, 1*****, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 45, United-States, >50K,
6*, State-gov, 1*****, Doctorate, 16, Never-married, Prof-specialty, Not-in-family, White, Female, 4787, 0, 40, United-States, >50K,
2*, Private, 1*****, HS-grad, 9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 40, United-States, >50K,
3*, Self-emp-not-inc, 1*****, HS-grad, 9, Never-married, Exec-managerial, Not-in-family, White, Male, 4650, 0, 50, United-States, <=50K,
4*, State-gov, 1*****, Bachelors, 13, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 40, United-States, <=50K,
5*, Federal-gov, 2*****, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, >50K,
2*, Private, 2*****, HS-grad, 9, Never-married, Farming-fishing, Own-child, White, Male, 0, 0, 65, United-States, <=50K,
4*, Private, *****, Some-college, 10, Never-married, Exec-managerial, Not-in-family, Black, Female, 0, 0, 40, United-States, <=50K,
5*, State-gov, 1*****, Doctorate, 16, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, >50K,
5*, Private, *****, Prof-school, 15, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male, 0, 1902, 40, Philippines, >50K,
5*, Private, *****, Bachelors, 13, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, >50K,
3*, Private, *****, 10th, 6, Never-married, Craft-repair, Not-in-family, Black, Male, 0, 0, 40, ?, <=50K,
2*, Private, *****, HS-grad, 9, Never-married, Sales, Own-child, White, Female, 0, 1762, 32, United-States, <=50K,
4*, Self-emp-not-inc, *****, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, England, <=50K,
4*, Self-emp-inc, 1*****, Prof-school, 15, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 2415, 60, United-States, >50K,
2*, Private, *****, Some-college, 10, Never-married, Other-service, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K,
2*, State-gov, *****, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, <=50K,
6*, Private, 1*****, HS-grad, 9, Widowed, Machine-op-inspct, Unmarried, White, Female, 0, 0, 40, United-States, <=50K,
3*, Private, 3*****, HS-grad, 9, Separated, Machine-op-inspct, Unmarried, White, Female, 0, 2238, 40, United-States, <=50K,
4*, Private, 1*****, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 75, United-States, >50K,
4*, ?, *****, HS-grad, 9, Divorced, ?, Not-in-family, White, Male, 0, 0, 25, United-States, <=50K,
3*, Private, 3*****, HS-grad, 9, Married-AF-spouse, Adm-clerical, Husband, White, Male, 0, 0, 60, United-States, <=50K,
6*, Private, 2*****, Masters, 14, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 60, United-States, >50K,
4*, Local-gov, *****, 12th, 8, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 55, United-States, <=50K,
4*, Self-emp-not-inc, 2*****, Some-college, 10, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 60, United-States, >50K,
5*, Local-gov, 1*****, Prof-school, 15, Never-married, Exec-managerial, Not-in-family, Black, Female, 0, 0, 52, United-States, >50K,
2*, State-gov, *****, Bachelors, 13, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 9, United-States, <=50K,
4*, ?, 2*****, Assoc-voc, 11, Married-civ-spouse, ?, Husband, White, Male, 0, 0, 15, United-States, <=50K,
2*, Private, 1*****, Some-college, 10, Never-married, Adm-clerical, Other-relative, White, Female, 0, 0, 40, Mexico, <=50K,
2*, Private, 1*****, HS-grad, 9, Never-married, Handlers-cleaners, Other-relative, White, Male, 0, 0, 35, United-States, <=50K,
6*, Private, 1*****, 5th-6th, 3, Divorced, Transport-moving, Not-in-family, White, Male, 0, 1876, 56, United-States, <=50K,
5*, Private, 2*****, Some-college, 10, Divorced, Adm-clerical, Not-in-family, White, Male, 0, 0, 30, United-States, <=50K,
3*, Private, 2*****, Bachelors, 13, Never-married, Sales, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K,
5*, Self-emp-not-inc, 2*****, Some-college, 10, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 30, United-States, <=50K,
3*, Self-emp-inc, 1*****, Assoc-acdm, 12, Married-civ-spouse, Exec-managerial, Husband, White, Male, 15024, 0, 55, United-States, >50K,
5*, Self-emp-inc, 1*****, Prof-school, 15, Married-civ-spouse, Transport-moving, Husband, White, Male, 15024, 0, 50, United-States, >50K,
4*, Private, 1*****, Bachelors, 13, Divorced, Sales, Unmarried, White, Female, 0, 0, 44, United-States, <=50K,
3*, Private, 1*****, Some-college, 10, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 56, United-States, >50K,
3*, Private, 2*****, HS-grad, 9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 60, United-States, <=50K,
4*, Self-emp-not-inc, *****, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 50, United-States, <=50K,
3*, Self-emp-not-inc, *****, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, <=50K,
5*, Private, 3*****, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, >50K,
6*, Local-gov, 1*****, 10th, 6, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 20, United-States, <=50K,
2*, Private, 1*****, Some-college, 10, Never-married, Adm-clerical, Own-child, White, Female, 0, 0, 40, United-States, <=50K,
4*, Private, 1*****, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 40, United-States, <=50K,
2*, Private, *****, Some-college, 10, Never-married, Other-service, Own-child, White, Male, 0, 0, 15, United-States, <=50K,
4*, Private, 2*****, Assoc-acdm, 12, Divorced, Prof-specialty, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K,
4*, Private, *****, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K,
3*, Private, 1*****, HS-grad, 9, Divorced, Handlers-cleaners, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K,
4*, Private, *****, HS-grad, 9, Married-spouse-absent, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male, 0, 0, 40, Japan, >50K,
2*, Private, 2*****, Some-college, 10, Never-married, Transport-moving, Own-child, White, Male, 0, 0, 30, United-States, <=50K,
4*, Local-gov, *****, Bachelors, 13, Widowed, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K,
3*, Private, 2*****, Some-college, 10, Divorced, Exec-managerial, Not-in-family, White, Male, 0, 0, 50, United-States, <=50K,
4*, Private, 1*****, 11th, 7, Divorced, Other-service, Unmarried, Black, Female, 0, 0, 40, United-States, <=50K,
2*, Private, 3*****, HS-grad, 9, Never-married, Exec-managerial, Own-child, White, Female, 0, 0, 40, United-States, <=50K,
3*, Private, 3*****, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 15024, 0, 60, United-States, >50K,
2*, ?, 1*****, HS-grad, 9, Never-married, ?, Own-child, Black, Male, 0, 0, 40, United-States, <=50K,
2*, Private, 2*****, HS-grad, 9, Never-married, Craft-repair, Own-child, Black, Male, 0, 0, 40, United-States, <=50K,
2*, Private, 3*****, Some-college, 10, Never-married, Sales, Own-child, White, Male, 0, 0, 40, United-States, <=50K,
1*, Private, 1*****, Some-college, 10, Never-married, Sales, Own-child, White, Female, 0, 0, 15, United-States, <=50K,
3*, Private, 2*****, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, <=50K,
3*, Private, 2*****, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 60, United-States, >50K,
2*, State-gov, 1*****, Some-college, 10, Never-married, Other-service, Own-child, White, Male, 0, 0, 40, United-States, <=50K,
2*, Private, *****, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 45, United-States, >50K,
4*, State-gov, *****, Prof-school, 15, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 38, United-States, >50K,
3*, Private, 1*****, HS-grad, 9, Divorced, Machine-op-inspct, Unmarried, White, Female, 0, 0, 40, United-States, <=50K,
2*, Private, 1*****, HS-grad, 9, Never-married, Craft-repair, Own-child, White, Male, 0, 0, 40, United-States, <=50K,
2*, Private, 1*****, Some-college, 10, Never-married, Handlers-cleaners, Own-child, White, Male, 0, 0, 30, United-States, <=50K,
2*, Self-emp-not-inc, 1*****, Some-college, 10, Never-married, Farming-fishing, Own-child, White, Male, 0, 2258, 10, United-States, <=50K,
4*, Private, 1*****, HS-grad, 9, Divorced, Machine-op-inspct, Unmarried, Black, Female, 0, 0, 56, United-States, <=50K,
4*, Local-gov, 1*****, HS-grad, 9, Divorced, Adm-clerical, Unmarried, White, Female, 0, 0, 25, United-States, <=50K,
2*, ?, 1*****, Some-college, 10, Never-married, ?, Own-child, White, Male, 0, 0, 40, United-States, <=50K,
5*, Self-emp-not-inc, 1*****, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 15024, 0, 50, United-States, >50K,
4*, Private, 1*****, Some-college, 10, Separated, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K,
4*, Private, 3*****, Prof-school, 15, Married-civ-spouse, Tech-support, Husband, White, Male, 0, 1977, 40, United-States, >50K,
6*, Self-emp-not-inc, 1*****, 9th, 5, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 1672, 84, United-States, <=50K,
4*, Self-emp-inc, 1*****, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, >50K,
4*, Local-gov, 2*****, Bachelors, 13, Married-civ-spouse, Prof-specialty, Wife, White, Female, 0, 0, 70, United-States, <=50K,
4*, Self-emp-inc, 2*****, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, >50K,
2*, ?, 1*****, HS-grad, 9, Never-married, ?, Unmarried, Black, Female, 0, 0, 35, United-States, <=50K,
2*, Local-gov, 3*****, Bachelors, 13, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K,
4*, State-gov, 2*****, Some-college, 10, Divorced, Prof-specialty, Unmarried, White, Female, 0, 0, 40, United-States, <=50K,
3*, Private, 2*****, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, <=50K,
6*, Self-emp-inc, *****, HS-grad, 9, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 2352, 65, United-States, <=50K,
2*, Private, 2*****, Some-college, 10, Divorced, Machine-op-inspct, Own-child, White, Female, 0, 0, 40, United-States, <=50K,
2*, Private, 1*****, Some-college, 10, Never-married, Other-service, Own-child, White, Female, 0, 0, 20, United-States, <=50K,
2*, Private, 2*****, Some-college, 10, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, <=50K,
4*, Private, 1*****, Prof-school, 15, Married-civ-spouse, Prof-specialty, Husband, White, Male, 99999, 0, 50, United-States, >50K,
4*, Local-gov, 2*****, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 1977, 48, United-States, >50K,
6*, State-gov, 1*****, Doctorate, 16, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, ?, >50K,
2*, Private, 1*****, Some-college, 10, Married-civ-spouse, Exec-managerial, Own-child, White, Male, 7688, 0, 50, United-States, >50K,
1*, Private, 1*****, Some-college, 10, Never-married, Sales, Own-child, White, Female, 0, 0, 20, United-States, <=50K,
2*, Federal-gov, *****, Bachelors, 13, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male, 0, 0, 40, United-States, <=50K,
4*, Private, 1*****, Doctorate, 16, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 56, United-States, >50K,
2*, Private, 2*****, HS-grad, 9, Never-married, Adm-clerical, Own-child, White, Male, 0, 0, 40, United-States, <=50K,
4*, Private, 1*****, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 15024, 0, 50, United-States, >50K,
2*, Private, 1*****, Some-college, 10, Never-married, Other-service, Own-child, White, Male, 0, 0, 30, United-States, <=50K,
3*, Private, 3*****, Some-college, 10, Married-civ-spouse, Tech-support, Husband, White, Male, 2829, 0, 55, Poland, <=50K,
5*, Self-emp-inc, 2*****, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 60, United-States, <=50K,
2*, Private, 1*****, Assoc-acdm, 12, Never-married, Farming-fishing, Not-in-family, White, Male, 2354, 0, 45, United-States, <=50K,
1*, Private, 1*****, 5th-6th, 3, Never-married, Farming-fishing, Not-in-family, White, Male, 0, 0, 36, Mexico, <=50K,
3*, ?, 1*****, Bachelors, 13, Married-civ-spouse, ?, Husband, White, Male, 0, 0, 20, United-States, <=50K,
5*, Private, 1*****, Some-college, 10, Divorced, Adm-clerical, Unmarried, White, Female, 0, 0, 40, United-States, <=50K,
2*, Private, 1*****, Some-college, 10, Never-married, Craft-repair, Own-child, White, Male, 0, 0, 40, United-States, <=50K,
2*, Private, *****, HS-grad, 9, Married-civ-spouse, Adm-clerical, Wife, White, Female, 0, 0, 40, United-States, >50K,
4*, Private, *****, Assoc-voc, 11, Divorced, Adm-clerical, Unmarried, White, Female, 0, 0, 40, United-States, <=50K,
